Customer Review,Date Of Stay,Customer Rating,Owner Responded
"They treated me with exceptional care, and every staff member was very courteous and friendly.Excellent accommodations and the best service I have received anywhere in the world",Date of stay: June 2010,bubble_50,"Dear Sir,  Thank you for your valuable review, we are delighted to know that you enjoyed the services at The Oberoi New Delhi.  Look forward to the pleasure of having you again with us.  Sincerely,  Rizwan Shaikh"
"We were enamored by the Oberoi.  The rooms are beautiful and so are the facilities.  It was about 115 degrees in New Delhi when we were there last month, so the hotel (and its pool) offered a welcome respite at the height of the afternoon heat.  We can't wait to stay there again.",Date of stay: April 2010,bubble_50,"Dear Guest,  Thank you for your valuable review.  We look forward to welcoming you back to The Oberoi New Delhi.  Sincerely,  Rizwan Shaikh Executive Assistant Manager."
"really,you will have to appreciate the stay after staying here.it is magnificent glory of delhi.the only problem is the costing factor which pains sometimes but the amenities and ambience that you get there is not of any comparison.the park and ground area is superb,you will like to go for a film shooting there.a must stay....",Date of stay: March 2010,bubble_40,"Dear Guest,  Thank you for appreciating your overall experience at The Oberoi New Delhi.   We look forward to the pleasure of having you again with us.  Sincerely,  Rizwan Shaikh Executive Assistant Manager."
the hotel is really fantastic & i like staying over ther. we had booked for businees promotion & the foods buffe was really fantastic,Date of stay: March 2007,bubble_50,"Dear Guest,  Thank you for appreciating the conference you had at The Oberoi New Delhi.  We would be pleased to create the experience again.  Sincerely,  Rizwan Shaikh Executive Assistant Manager."
Excellent Place for Business Meetings. The Conference Hall was very good with all the modern facilities,Date of stay: May 2010,bubble_50,"Dear Guest,  We are pleased to know that the conference facilities at The Oberoi New Delhi, suited your requirements.  Do let us know of any upcoming events in the future, we would be pleased to assist you with your requirements.  Thank you,  Sincerely,  Rizwan Shaikh"
The rooms and ambiance is good.... the Italian restraunt is a strick NO-No.  Food Served in Room-Service is very good... the staff is average.... overall this is an average hotel... the location is very good if you have to travel in the central delhi region.... the view of the golf course from the rooms is amazing,Date of stay: March 2010,bubble_30,"Dear Guest,  Thank you for your overall positive review of The Oberoi New Delhi.    We assure you of  meeting your expectations in areas you mentioned, should you visit us again.   Look forward to an opportunity to be at your service again  Thank you,  Sincerely,  Rizwan Shaikh Executive Assistant Manager"
"I had been there with friends. The services are really good. The gym, pool and rooms are beautiful. You can find a lot of varieties of good quality wine and liquor.",Date of stay: February 2010,bubble_40,"Dear Guest,  Thank you for appreciating the facilities and services of The Oberoi New Delhi.  We look forward the pleasure of your continued visits.  Thank you,  Sincerely,  Rizwan Shaikh Executive Assistant Manager."
We recently stayed at the Oberoi for three nights. This was the best hotel ever. Service was impeccable-friendly and efficient. The breakfast included with the room was huge. It was not your usual breakfast included buffet. The accommodation complete with a butler and an infinity pool makes you feel like royalty. We can't wait to stay at another Oberoi. It was worth ever dollar spent.,Date of stay: March 2010,bubble_40,"Dear Guest,  Thank you for sharing your experience at The Oberoi New Delhi.  You review will certainly help us in providing more such experiences to travellers who have not stayed at The Oberoi New Delhi.  Sincerely,  Rizwan Shaikh"
"The Oberoi hotel, is one of the best service provider ,5 star hotel.Its services like food in 360 Restaurant,Taipan on the roof top, are very good. Other ammeneties like spa and fitness center is realy cool and hotel staff is very helpful.",Date of stay: May 2007,bubble_50,"Dear Guest,  We sincerely thank you for your kind words of praise. We are delighted that you found the food served in restaurants to your expectations  We look forward to welcoming you again shortly  The team at The Oberoi New Delhi"
We recently stayed at the Oberoi for one night. This is by far the best hotel ever visited. It was a consummate experience.Service was impeccable. .The buffet was excellent and the pool enhanced the comfy level.Well it is heavy on yr pocket but its once in a lifetime exp.,Date of stay: June 2009,bubble_50,"Dear Guest,  We sincerely thank you for your kind words of praise.We are delighted that you found our hotel beautiful, comfortable and peaceful  We look forward to welcoming you again shortly  The team at The Oberoi New Delhi"
We recently stayed at the Oberoi for three nights.  This was the best hotel ever.  Service was impeccable-friendly and efficient.  The breakfast included with the room was huge.  It was not your usual breakfast included buffet.  The accommodation complete with a butler and an infinity pool makes you feel like royalty.  We can't wait to stay at another Oberoi.  It was worth ever dollar spent.,Date of stay: March 2010,bubble_50,"Dear Guest,  We sincerely thank you for your kind words of praise for our efficient and friendly service  We look forward to welcoming you again shortly  The team at The Oberoi New Delhi"
"In this increasingly competitive world,customers are in a position to demand a high quality services. Oberoi hotels are at the top in providing quality services to their customers by providing quality rooms, food etc.. Services of house keeping staff is remarkable... My overall experience in oberoi hotel was excellent ... I would also wish oberoi hotel all best for maintaining  this good work in future also...",Date of stay: April 2009,bubble_50,"Dear Guest,  We sincerely thank you for your kind words of praise for our rooms and service particularly the house keeping  We look forward to welcoming you again shortly  The team at The Oberoi New Delhi"
"Before I arrived I expected this hotel to be somewhat soulless. I couldn't have been more wrong! Check in was seamless and we were in our room within minutes of arriving. Shortly afterwards, as a member of staff was showing us the facilities in the room, the butler arrived with cold drinks and towels. The room was a good size with a desk and comfortable seating area and large picture window looking onto what had been the pool. There were roses on the desk and in the bathroom and these were replaced daily.  The public areas of the hotel are spectacular with enormous flower arrangements everywhere.We had the famous dim sum lunch and were not disappointed. The bar was a great place to relax in the evening. If you use the pool the staff provide you with cold towels, a chilled water…",Date of stay: May 2010,bubble_50,"Dear Guest,  We sincerely thank you for your kind words of praise.We are delighted that you found our hotel beautiful, comfortable and staff courteous and efficient.  We look forward to welcoming you again shortly  The team at The Oberoi New Delhi"
"oberoi new delhi ,   I was there in new delhi, in the month of january... and got the oppurtunity to stay in this well known hotel. I was amazed seeing the simplicity and kindness with which the employees of this hotel work...and make sure that each adn every customer of their hotel gets full value for his money....be it from cleanliness to good foood, to well decorated and clean rooms to the best room service --which is quick and punctual. and you name.. it- Its the complete package you can expect from any hotel.",Date of stay: January 2010,bubble_50,"Dear Guest,  We sincerely thank you for your kind words of praise.We are delighted that you found the stay comfortable and staff friendly and efficient  We look forward to welcoming you again shortly  The team at The Oberoi New Delhi"
the hotel was really calm and nice i had few meeting in the hotel restaurant which was quite nice the restaurant 360 is nicely made.,Date of stay: April 2010,bubble_50,"Dear Guest,  We sincerely thank you for your kind words of praise for our hotel, particularly 360 for its ambience  We look forward to welcoming you again shortly  The team at The Oberoi New Delhi"
"About city : its just awesome. has everything which needs to be there,i.e monuments , water parks, malls, zoo and great hotel such as this one. Hotel has everything spa, pool ,swimming pool and much more. All it needs is a little bit of cash in this city and u enjoy like hell...!!",Date of stay: February 2010,bubble_40,"Dear Guest,  We sincerely thank you for your kind words of praise.We look forward to welcoming you again shortly  The team at The Oberoi New Delhi"
"It was my best & fantastic stay in the oberoi.Hotel is so beautiful  and they have all the facilities like swimming pool , sauna and steam bath  and food is so fantastic  and great that it makes you feel royal and trendy.....helpful staff and great service. always willing to go there.OBEROI MAKES MY TRIP EXCELLENT.",Date of stay: April 2009,bubble_50,"Dear Guest,  We sincerely thank you for your kind words of praise. We are delighted that you found our hotel beautiful and comfortable and our staff helpful  We look forward to welcoming you again shortly  The team at The Oberoi New Delhi"
Rooms are good...one of the best hotels in delhi..I use to stay in delhi as i come here quite often for my businesss pupose but hotel oberoi is best in class.. Its location i.e. mathura road is the least part i like coz there s so much traffic around there..Other things are too good to explain. I must say a Hotel with standard. Food quality is very good here,Date of stay: March 2008,bubble_50,"Dear Guest,  We sincerely thank you for your kind words of praise. We are delighted that you found our hotel comfortable and food good  We look forward to welcoming you again shortly  The team at The Oberoi New Delhi"
"the service is outstanding and the facilities are the best. there's an indoor lap pool, a sauna, steam room, and a gym. a lounge that serve any drinks you can think of. i would definitely stay at the oberoi again",Date of stay: February 2008,bubble_30,"Dear Guest,  We sincerely thank you for your kind words of praise for our hotel and services  We look forward to welcoming you again shortly  The team at The Oberoi New Delhi"
i was on a buissness trip to hotel.great reception.good hotel staff.have lot of parking area. peaceful place in choatic city life of delhi.... always willing to go there.,Date of stay: January 2010,bubble_50,"Dear Guest,  We sincerely thank you for your kind words of praise. We are delighted that you found our hotel comfortable and peaceful.  We look forward to welcoming you again shortly  The team at The Oberoi New Delhi"
"It is a fantastic hotel. Located close to a golf club, the environment has greenery all round . My premium room was not up to the mark. Apart from this every thing was fine. I am fully satisfied with the amount I had paid.",Date of stay: January 2010,bubble_40,"Dear Guest,  Thank you for your words of praise.  We have taken note of your comments and will certainly take the necessary steps to make amends on your previous experiences.  We will do our best to delight you, should you give us the opportunity in future.  Sincerely,  Reuben Kataria Executive Assistant Manager Food and Beverage"
"True Spirit of Easter with a selection of chocolates, Easter bunnies filled with marsh mallows and fruit jellies. Enjoy tastefully decorated chocolate eggs, good old hot cross buns and pretzels. Truly special for your loved ones with an exclusive hamper featuring traditional favourites for the family",Date of stay: April 2010,bubble_50,"Dear Guest,  We are glad that you enjoyed our easter specialities.  We look forward to welcoming you back.  The team at The Oberoi New Delhi"
"I was having a business meeting there. Feel like royal...classyy.....and trendy...  Great reception, good parking area....nice team of people....well known about the hospitality industry......  Great place for businee meeting.....  Nice place for hang out with colleges also.........awsome entrance to the hotel......good ambiance.....enjoyed my businee meeting there.......always willing to go there....",Date of stay: May 2008,bubble_50,"Dear Guest,  Thank you for your positive comments and your feedback  regarding our hotel and services.  We look forward to welcoming you back  The team at The Oberoi New Delhi"
good location. the staff is very helpful. the rooms are very comfortable and food is nice. good to relax in the pool,Date of stay: April 2009,bubble_40,
"Spent 3 nights at the Oberoi. At first glance, it doesn't seem so impressive since the hotel is in a rather non-descript building but upon close examination, it is furnished very tastefully with nice Indian antiques. Not loud or garish like some of these new hotels. The rooms itself are quite small but once again, it is full of small touches.   But the best thing about the hotel is the service. As this was the first part of our tour of India and also the first of the Oberoi stays, we had our first exposure to the marvellous service. Nothing was too much trouble whether it was the staff at the coffee house or  italian restaurant, housekeeping or front desk. And the big difference was that the service with the smile was genuine and sincere, something we don't often see. I would…",Date of stay: March 2010,bubble_50,
"Being a localite I can tell you that this is one of the best option you have in Delhi. It is highly priced, but it is worth the money you spend. Don't miss the buffet breakfast and the cook is very obliging as well. All in all a very good place to stay",Date of stay: January 2009,bubble_50,
"Since I heard such great things about the Oberoi brand of hotels we decided to spend our one night in Delhi at the Oberoi.  The entrance hall and foyer is impressive and quite grand. However, the rooms and bathrooms are showing signs of aging and are in dire need of a refurbishment, bearing in mind that the rates for this hotel are not cheap. Notwithstanding, the service we received was great and having your own butler is quite a treat.  Also the food at Seasonal Tastes was delicious and beautifully presented.  All in all, the hotel is itself is great if only the rooms were better.",Date of stay: April 2010,bubble_40,
"We had an excellent stay at Oberoi, Delhi. The Hotel is next to a golf course and is like an oasis in a crowded Delhi City. Breakfast was good, staff very helpful. Do try and use the taxis provided by the hotel rather than from outside the hotel. Good place to eat lunch is the restaurant 360 inside the hotel. Sander Naggar Market, close by is great for antiques etc. Would definately recommend this hotel for a peaceful stay at Delhi. The Conceirge is very good at helping you plan your days in Delhi",Date of stay: February 2010,bubble_50,
"The Oberoi Grand (Classic Hotel) Calcutta, India, India & Arabia The Oberoi Grand is located in the heart of Calcutta. Its period features and tranquillity offer the perfect respite from the pace of Calcutta.",Date of stay: June 2009,bubble_40,
I would love to visit this hotel again. Luxurious and value for money. I would say five star is five star...,Date of stay: May 2007,bubble_50,
"The hotel is very nice, the banquets staff was very efficient, only there seems to be a communication problem with the Front office and especially with the car bookings as they are outsourced.",Date of stay: February 2010,bubble_40,
"i have been staying in many hotels ,all are good but the hospitality of the oberoi new delhi is amazing . staff is exceptionally good .u feel like u are at your home .restaurants are one of the best in the world . travetino .360.amazing .",Date of stay: January 2010,bubble_50,
Oberoi in Delhi has been known for its excellent hospitality and magnificent food. The chefs here have been considered gods by culinary critics. I highly recommend this hotel to anyone considering a stay in Delhi.,Date of stay: May 2008,bubble_40,
"Being the Oberoi, I had higher expectation. Although the welcome was great and buffet at their restaurant Threesixty was great (a little pricey), over all service in their function room was not so up to mark. The hotel, like a grand old dame, was classy but signs of age are showing. I have an event at the hotel and halfway through the presentation, their computer (we arrange all AV thru the hotel) died! So, if you are planning a meeting there, please use your own laptop. Also had a problem while checking out as the amount charged was not correct. Disappointing experiences that marred my overall stay.",Date of stay: February 2010,bubble_40,
"I arrived at the Oberoi after being bumped out of The Imperial, which is aparently the best hotel in Delhi. I travel a lot for business and have stayed and some super hotels. In regards to the book out - i'll take it up with The Imperial - cancelling someone's reservation without a phone call, especially when i was paying cash is a faux on all accounts, again, i'll take this up with them. I paid 18K IR a night plus taxes which in my currency is around AED 1800 net in US dollars, i'm getting there $490 so by all accounts a very expensive hotel in my opinion.  Service - faultess, if you like being treated like a king, old school, then by all means get into it. It was phenominal service. Front office, check in in the room - decent room size, and extremely polite staff.  Age of the…",Date of stay: February 2010,bubble_40,
"smart,Elegant withlarge rooms and friendly staff - verysecure and ideally situated for siteseeing  Good restaurants",Date of stay: January 2010,bubble_50,
"This is a decent hotel where I stayed during my visit to Delhi on some official work. It has a location advantage being close to Connaught Place, Palika Bazar. It is not far from Karol Bagh, a good shopping place.   The service is good. I did not try its in house restaurant as I ventured so many eateries in and around Connaught Place. Could not explore more as I was on official visit with a tight schedule.   Overall a satisfying stay.",Date of stay: September 2008,bubble_40,
1 of the best place 2 Hangout.i hv been to hyatt and oberoi and as the brand name suggests there is no doubt about the services and commitments of these two hotels,Date of stay: February 2010,bubble_50,
"We made plans to check out as soon as we checked in. I guess we would have given it great reviews had we not stayed at the Shangri-La Eros the previous two nights. In comparison this hotel was stale, life-less, even the staff did nothing more than give a forced grin (no friendly interaction). They CHARGE for wi-fi! Like it really costs a lot to maintain wi-fi? Shangri-La complimentary WI FI. Smaller room for higher price, out of the way location (at the other hotel we walked to Janpath, Connaught, Jantar Mantar etc...).    More expensive than Shangri-La, stuffy hallways, view of parking lot, charge for wi-fi, average fitness facilities, breakfast buffet very average, ambience-none/stuffy.   Like I stated before, we actually have a standard for comparison-the Shangri La Eros. Had…",Date of stay: December 2009,bubble_30,
"The Oberoi Delhi is a very nice hotel located close to central Delhi.  From the moment you enter the staff is more than attentive and always willing to help you.  They really went out of there way to help us get New Year's Eve tickets and a car to Urban Pind.  The breakfast in the restaurant downstairs is awesome.  The indoor swimming pool is a nice treat after a day of sightseeing.  Also, the first day we arrived we had room service which was very good.  The butler that's provided to every room is a great idea.  I would recommend this hotel as it's a great hotel and fairly priced for an Oberoi.",Date of stay: December 2009,bubble_40,
A wonderful oberoi is very good.Its rooms are neat and clean.I visited it first time and I see taht it was a neat hotel.,Date of stay: October 2009,bubble_40,
"Best Thing: Location to attractions. Worst Thing: Being totally ripped off by traffic from airport to hotel.Selected this hotel based on availability of 2 bedroom suites, price, and reviews from other travelers. We were not disappointed! The hotel was immaculate and our suite was very nicely appointed and up-to-date. The beds were amazingly comfortable and the showers were quite nice for tub /shower combos (easy stepping in and out, great temperature and pressure).   I cannot fail to mention how helpful the staff was. The people at the front desk were awesome! My  friend had a medical issue  . I said I'd check for the statement when we were leaving, but they called me as soon as it arrived and even helped me find a reputable Dr. within 10 mins. of the hotel (who took last-minute…",Date of stay: November 2009,bubble_40,
very good place to visit with friends and spent time with fun...good food as well...,Date of stay: August 2009,bubble_40,
"Yes guys, Delhi is easy to watch from here. I went there in March last year. My trip was hectic, but my stay here made it cool and easy. I was relaxed here during my stay. I had to spent my whole day out due to some work there in Delhi. So it was necessary to stay and rest in a hotel, where I could relax. And Oberoi Hotel made it. It is in nice location, neat and clean environment. Soft music all over the place.  Room service was also quite good. No mess in the washrooms :) Staff was nice and friendly. So going for a business trip to Delhi, try Obrai once",Date of stay: March 2009,bubble_40,
A great experience!!!!!!!!!! good service and food!!!!!!!!,Date of stay: April 2009,bubble_40,
The hotel food and restaurants is great as always.  the rooms are not as good as they used to be. considering they are going to be renovating the entire hotel it seems that maybe upgradation is not a priority.  centrally located which is great it is after all the oberoi.,Date of stay: June 2009,bubble_30,
"Last Year I got the opportunity to stay at the famous OBEROI HOTEL, NEW DELHI and i tell you man it was an awesome experience. The Oberoi Hotel is in itself a whole new world..It has got each and every and more facilities to prove its iron in India. i tell u the features like  In room computer ports, Wireless Internet access in all rooms,  Restaurants, Satellite TV,  Fully equipped 24-hour Business Centre, Banquet Facilities Conference Facilities, Shopping arcade,  Oberoi Spa, Fitness Centre, Outdoor swimming pool, Indoor heated lap pool, Golf, Doctor on call, 24 Hours laundry, Money changer, Banking, Baby sitting and gosh lemme take a break ! Also letme share wid u the experience of its SPA. It was really something wonderful, it always helped me busting my stresses.  I did not…",Date of stay: June 2009,bubble_50,
It was amazing. We feel like home because hotel atmosphere was so nice and food was excellent. We celebrated Christmas at hotel with full enjoyment and lots of fun.,Date of stay: December 2008,bubble_50,
"We have stayed in a number of hotels worldwide in the ""luxury"" bracket, but never has the service I received been so bad that It has actually encouraged me to join trip advisor and write a review (I am inherently lazy, and although I love using other peoples invaluable advice, I have previously neglected to write any reviews myself).    Visiting friends in the city we elected to stay at the Oberoi from the 31st Dec-3rd Jan owing to the previously excellent reviews on trip advisor,   we paid INR 8, 500 per night and stayed in a Deluxe  room (and have since discovered they had booked us 2 rooms instead, and debited double the deposit  - this is a mess I am still attempting to resolve).  Having initially negelected to find our reservation at reception we were t hen taking to a…",Date of stay: January 2010,bubble_20,"Dear Guest,  Thank you for prividing us your valuable feedback.   I deeply regret the experiences you faced at the hotel, your feedback has given us useful information  on areas where we will further reinforce our brand standards with our team.  I can assure based on the many comments written about our hotel , that The Oberoi New Delhi endeavors to provide the finest and rivalled service in the hospitality business.  I seek another opportunity where I wish to be personally involved to ensure that your stay is most memorable.  Thank you,  Sincerely,  Rizwan Shaikh Executive Assistant Manager."
"We spent 4 nights here recently and were extremely pleased with our stay. Although classified as a ""business"" hotel by Oberoi, it is probably one of the best hotels out there for the money (Oberoi leisure hotels routinely start at over $700/night!).  The hotel is large and impressive, with very nice rooms, beds, toiletries, etc. There are Italian and Chinese restaurants and also 360, a multicuisine restaurant where the sumptuous breakfast buffet is served. The fitness center has several treadmills and ellipitcals as well as a small weight area. There is also a spa with indoor lap pool, in addition to 2 outdoor pools. The biggest strength of this hotel is the service of its entire staff, particularly the waiters and waitresses. Everyone is very professional, helpful, and offer…",Date of stay: December 2009,bubble_50,
"After my first stay at an Oberoi property, earlier this month (Dec 2009), I wanted to re-check the services with the Group, as compared to the other 5 star groups  I would say - I am re-assured about the reputation. Service was good. The Housekeeping impecable. But, just thought the check-in could have been a tad better. Overall no regrets and was happy to change my opinion of the Hotel group. Cheers",Date of stay: December 2009,bubble_40,
"I've stayed at 4 or 5 hotels in Delhi and this is the best so far.  I have to watch the $$ so the Imperial is out of the question, but for the mid $200 range the Oberoi is the best I have found.  The one guilty pleasure that that I took advantage of was the on call butler service.  This came in handy at 4 in the morning the day I arrived, I just wanted someone to take my laudry then, and again the next day when I discovered I had left my razor at the last hotel.  Buzzed the butler and in 2 minutes I was presented a razor and gel.  The rooms are good size, the staff is very attentive and get this - they did not all have their hand out for a tip at every turn of the corner.",Date of stay: December 2009,bubble_50,
"Nothing but the best,  The hotel is really great the staff and the people make you feal Great.",Date of stay: December 2009,bubble_50,
"The staff and service here are superb. Everything is handled immedately and impeccably. Amenities are excellent, from the multiple newspapers delivered each morning to the bathroom toiletries, to the quality of the beds and pillows.   As wonderful as the restaurants are, the restaurant staffs are even better. The breakfast buffet is an indulgent delight, and the dining room is elegantly designed yet airy. Exactly what you want to wake up to in the morning. The staff remembered our preferences after even just the first day's visit and were prepared each subsequent morning. Even room service was excellent and fast.  I notice details so I did find the lobby is a little on the aging side.....graying couches, dusty chandeliers.....but that was my only complaint and it was still…",Date of stay: December 2009,bubble_50,
Overall it was a fine place but did expect more out of it.   The internet service kept getting disconnected every once in a while. The room key was not working when i first came in. it had to be replaced and i was waiting outside the door for a while. Not the best of starts when you have had a tiring day. These might not be major out offs before u seelct a hotel but for me i would avoid staying here next time.   Maybe i am biased after having had a great stay at the Taj Mahal hotel a week ago.,Date of stay: November 2009,bubble_30,
Ambiance and comfort of room was marvelous with a delight of restaurants. Worth to stay.,Date of stay: September 2008,bubble_50,
"Its the most popular hotel in Delhi. Most of the common tourists, business man and local people as well, used to grab a room at this hotel. Fine dinning, super-b services by the staff and locality of the hotel easily attracts anyone to get in to the Hotel. I have never gone through such fine experience of quality food, and pleasing behaviour of the staff and Guards.",Date of stay: December 2007,bubble_50,
The hotel is a business hotel with evry amenities that a businessman needs to carry out their meetings etc.,Date of stay: July 2008,bubble_50,
"The rooms are small, good location of the property is an added advantage and the main thing is the assured Oberoi s examplary service.",Date of stay: December 2009,bubble_50,
"The Oberoi Hotels, New Delhi has the best locale . It gives residence to the best business tycoons with elite Who's who of Indian Govt. The day I stayed (14th Sept),Indian PM had a full day meeting with Mangolian President in the same hotel. Truly seven star after  the Leela Palace ,Bangalore.  Since, I am pure Veg, bit difficult for food.  Thanks, Warm Regds, Deepak Pathak M-9662526171",Date of stay: September 2009,bubble_50,
Right on the main road before crossing its a very good 5 star hotel and one of the finest.,Date of stay: August 2008,bubble_40,
"I stayed at Oberoi last month for a training workshop and was floored by the service and hospitality of the hotel staff.  The facilities were superb and arrangements awesome.  The staff would always greet you with folded hands and a ""Namaste"" - irrespective of where and how many times you met them during a day.  The cleanliness of the hotel was immaculate as well.  The conference rooms, where we spent most of our time, were well maintained and comfortable even for a group of 60.  Depending on the room you had, you could have a view of the lush green Delhi Golf Club - this amount of greenery in the heart of an Indian city is unparalleled.  The food was great and covered the entire spectrum of Indian, Eastern (e.g. Chinese) and Western (e.g. continental) food options.  Although we…",Date of stay: November 2009,bubble_50,
"We had a great time at the hotel. Service was great, the conceirge was really helpful. Presentation and location of the hotel is amazing.",Date of stay: July 2009,bubble_50,
"I spend the last day of my stay in India at the the Oberoi for a bit of luxury and relaxation. In spite of this being primarily a business hotel I enjoyed my stay here very much. I got to know various services previously unknown to me here - such as the butler service in the hotel rooms or the remote (handed to the guest at the pool) for calling service. And in contrary to many other hotels I have stayed at in India, people at this hotel is able to answer for themselves instead of always having to ask some senior person before giving a qualified answer. Rooms and food are excellent.",Date of stay: October 2009,bubble_50,
The service was perfect. everyhting was good. the behaviour of staff was very co-operative. We enjoyed each and every second at hotel.,Date of stay: March 2008,bubble_50,
"Just got back from a 9 day stay at The Oberoi and I have to say we could not fault this hotel.  This hotel is an oasis of calm in a chaotic city.  We had a room overlooking the golf course so I cannot comment on what it must be like at the front of the hotel where there is quite a busy road.  Breakfasts were superb. Security was reassuringly tight, although we were concerned about why it needed to be so tight, but you only have to look how close Delhi is to the border of Pakistan to get your answer  The hotel staff are all uniformly charming especially on the concierge desk where they will organise anything for you.  Great pool.  Our room rate included airport transfers;  very much essential as dealing with Delhi taxi drivers is a skill you acquire!  You cannot walk from this…",Date of stay: October 2009,bubble_50,
A classic in Delhi. Overall nice hotel but they need to upgrade their rooms. Other facilities excellent.,Date of stay: April 2007,bubble_30,
"Wonderful service and although it is not known to be a fancy and luxurious as the other oberoi's in India we thought it was still way above most over city hotels.  The staff is attentive, management and restaurant staff greeted you by name.  They even helped us arrange taxi for outings and plan our daily activities.",Date of stay: August 2009,bubble_50,
This is one of the finest hotels I have ever stayed at.  Service was great and the grounds are an oasis from the grime of New Delhi.  ,Date of stay: June 2007,bubble_50,
"The service matches the best hotels in the middle east and far east. Restaurants are very good and so is the pool and spa area. The rooms are 5 star but could be a little better - they are a touch tired and the bathroom could be bigger and better appointed. However, I would certainly go back again.",Date of stay: September 2009,bubble_50,
"I have been fortunate to stay in a few hotels in Delhi, including the Taj Mahal and Oberoi New Delhi.  I don't have any hesitation in saying that the Oberoi is the winner in that battle, hands down.  I am a seasoned traveller and I have never felt so passionately about reviewing hotels before, but feel the need to rave about the Oberoi experience.  The rooms were lovely, the service was unparalleled, the food/drink establishments were excellent and leisure facilities fantastic.  Stay here... you won't be disappointed!",Date of stay: August 2009,bubble_50,
"I have been coming to Delhi for five years now, and I always stay at the Oberoi.  The staff is so attentive and courteous, and the condition of the hotel is impeccable.  In my mind, there is no question that this is the place to stay.",Date of stay: July 2009,bubble_50,
"Spent 3 nights here with my family and we were more than happy with the luxury rooms and the facilties. The hotel had a great buzz with many locals visiting the restaurants and cafe for lunch and dinner. The restaurants are excellent but very expensive. We avoided the Japanese restaurant for that reason. The staff are quite helpful but obviously tip driven. Check in and paying the bills were slow. Overall this hotel lacked the superb high standards of the Oberois in Agra, Jaipur and Ranthambore.",Date of stay: January 2009,bubble_40,
"I have stayed a few times now at this Oberoi (on Dr. Zakir Hussain Marg) in New Delhi. The most recent being May 25-28, 2009. They were there to pick me up at the Airport (DEL) in a car and driver provided by Avis. Driver was courteous and a very careful driver. My room was ready, clean, internet ready and complimentary, with roses, fruits, chocolates in a room that overlooked the Delhi Golf Course (8th Floor). Food was great at the 360.  Security was impressive with luggage and body scanners. Staff bent out of their way to be helpful. In particular, the concierge, despite the lack of support from the local Lufthansa (LH) office, was able to help me redo my booking with a marathon series of phone calls. Net result was that I was able to leave DEL a day early albeit on Austrian…",Date of stay: May 2009,bubble_50,
"Everything about my stay here for a fortnight was PERFECT. Staff, food, Pool, Gym, Room, Butler, Everything. Simple as that!",Date of stay: March 2009,bubble_50,
The staff at this hotel are exceptionally courteous and are always at your service. The hotel has a beautiful poolside and the food is awesome. The breakfast spread is amazing with combination of both continental and traditional indian food. Even the simplest of the menu is made to perfection. Try the Dal Makhani and you would be transported to a different world. The rooms are spacious and well lit and the king size beds are far too comfortable. I would highly recommend this hotel for any kind of visitor.,Date of stay: September 2007,bubble_50,
"Very well organised and service focused hotel. Even though it gets a lot of business traffic there are a variety of restaurants and pools so that it is a good base for exploring Delhi. If you arrive on the early morning flight, just be careful if you think you will get a room early, on both occassions it was near 9 a.m. after arriving at 7 a.m. before the room was available but you can have breakfast etc. while you wait",Date of stay: October 2007,bubble_40,
"One simply cannot go wrong with any of the Oberoi properties-they exceed even my picky standards of hotel hospitality, as a travel photojournalist.  Luxurious public areas and rooms, superb food service, and top-notch hospitality by all staff concerned.",Date of stay: April 2008,bubble_50,
Great place to stay in peace and do business in absolute privacy,Date of stay: July 2007,bubble_50,
"the banquet hall was excellent, the food was delicious with an amazing variety. the rooms were spacious and the staff was extremely helpful.  the restrooms were neat and clean. the overall stay was very comfortable and I'd love to come back to Delhi and stay only here.",Date of stay: December 2008,bubble_50,
"I only stayed here for a day as I was in transit to Agra, but I was very impressed by the services provided, the staff & the rooms. I would love to visit once again.",Date of stay: July 2006,bubble_50,
"The Oberoi is the epitome of luxury in New Delhi.  It is not a cheap place to stay, but everything about it is just great.  The rooms are beautifully appointed, the main 360 Restaurant serves great food (try the Sunday brunch if you are there at a week-end).  The leisure facilities are also first class.  A great place to stay for a special treat.",Date of stay: May 2009,bubble_50,
"The Oberoi was one of the citys first luxury hotels. The exterior still bears the 60's-70's design, and is a bit dated, but the Oberoi in Delhi is a hotel with a reputaion. The rooms overlook the greens of the Delhi Golf club on one side, and Humayuns tomb (a world heritage site) on the other.  Baan Thai and Taipan, two of its restaurants serving oriental cuisine, are very popular and serve great food.  The hotel is in charge of the lighting up of `Humayun's tomb', which is a world heritage monument, and nearby. The lights come on post sunset and its a fabulous view from some of the hotel rooms.",Date of stay: November 2007,bubble_50,
"I like the understated service of Oberoi, but the Oberoi, Delhi is a drab looking property from outside and a bit sleepy from inside. Would recommend it though if you are on a business visit.",Date of stay: May 2008,bubble_40,
"I always prefer the gorgeous but in simple way of behaving. I found it in Oberoi New Delhi. Their welcome desk to the final day bell boy services, are really deserves the appreciation without asking any question.   I found it exceptionally good for its money exchange, travel, in room services, facilities to a business traveler and food offerings to the guests. Swimming pool and health center is really good and state-of-art to attract guests.   To me it is the SMILE from STAFFS all around that invites me for the second time. But only complain it is overbook always. But I miss its golf course view and sky line limits. It is really amazing.",Date of stay: December 2007,bubble_40,
